WORKING MODEL TRIAL 7-2,,,,,,,,,,
7/26/21 22:12,,,,,,,,,,
Total Force on Circle 1          ,,,,Time,,Velocity of Center of Mass of Circle 1,,,,
t,Fx,Fy,|F|,frame,t,t,Vx,Vy,|V|,
0.95,0.001591,-19.841082,19.841082,950,0.95,0.95,25.603976,-1.878202,25.672772,-
0.951,0.001596,-19.841086,19.841086,951,0.951,0.951,25.617437,-1.918522,25.689177,-
0.952,0.001601,-19.841089,19.841089,952,0.952,0.952,25.631246,-1.958742,25.705981,-
0.953,0.001606,-19.841092,19.841092,953,0.953,0.953,25.645403,-1.99887,25.723184,-
0.954,0.001611,-19.841096,19.841096,954,0.954,0.954,25.659905,-2.038909,25.740782,-
0.955,0.001616,-19.841099,19.841099,955,0.955,0.955,25.674747,-2.078935,25.758777,-
0.956,0.001621,-19.841102,19.841102,956,0.956,0.956,25.689932,-2.118897,25.777167,-
0.957,0.001626,-19.841106,19.841106,957,0.957,0.957,25.705459,-2.158749,25.795946,-
0.958,0.001632,-19.841109,19.841109,958,0.958,0.958,25.721325,-2.198546,25.815115,-
0.959,0.001637,-19.841112,19.841113,959,0.959,0.959,25.737526,-2.238349,25.834675,-
0.96,0.001643,-19.841116,19.841116,960,0.96,0.96,25.75406,-2.278183,25.854626,-
0.961,0.001648,-19.841119,19.841119,961,0.961,0.961,25.770928,-2.317988,25.874965,-
0.962,0.001654,-19.841123,19.841123,962,0.962,0.962,25.78813,-2.357775,25.89569,-
0.963,0.001659,-19.841126,19.841126,963,0.963,0.963,25.80566,-2.39763,25.916804,-
0.964,0.001665,-19.841129,19.841129,964,0.964,0.964,25.823519,-2.43754,25.938306,-
0.965,0.001671,-19.841133,19.841133,965,0.965,0.965,25.841709,-2.477428,25.960192,-
0.966,0.001677,-19.841136,19.841136,966,0.966,0.966,25.860228,-2.517328,25.982462,-
0.967,0.001682,-19.841139,19.841139,967,0.967,0.967,25.879066,-2.557402,26.005122,-
0.968,0.001688,-19.841142,19.841143,968,0.968,0.968,25.89823,-2.597531,26.028167,-
0.969,0.001694,-19.841146,19.841146,969,0.969,0.969,25.917719,-2.637725,26.051598,-
0.97,0.0017,-19.841149,19.841149,970,0.97,0.97,25.937527,-2.678069,26.075417,-
0.971,0.001706,-19.841153,19.841153,971,0.971,0.971,25.957654,-2.718574,26.099625,-
0.972,0.001713,-19.841156,19.841156,972,0.972,0.972,25.978101,-2.759187,26.124219,-
0.973,0.001719,-19.841159,19.841159,973,0.973,0.973,25.998867,-2.79994,26.149202,-
0.974,0.001725,-19.841163,19.841163,974,0.974,0.974,26.019945,-2.840951,26.174578,-
0.975,0.001732,-19.841166,19.841166,975,0.975,0.975,26.041342,-2.882115,26.200345,-
0.976,0.001738,-19.841169,19.841169,976,0.976,0.976,26.063057,-2.923447,26.226503,-
0.977,0.001744,-19.841173,19.841173,977,0.977,0.977,26.085081,-2.965076,26.25306,-
0.978,0.001751,-19.841176,19.841176,978,0.978,0.978,26.107421,-3.006933,26.280013,-
0.979,0.001758,-19.841179,19.841179,979,0.979,0.979,26.130076,-3.049007,26.307362,-
0.98,0.001764,-19.841183,19.841183,980,0.98,0.98,26.153042,-3.091382,26.335114,-
0.981,0.001771,-19.841186,19.841186,981,0.981,0.981,26.176317,-3.134079,26.36327,-
0.982,0.001778,-19.84119,19.84119,982,0.982,0.982,26.199906,-3.177044,26.39183,-
0.983,0.001785,-19.841193,19.841193,983,0.983,0.983,26.223807,-3.220305,26.420796,-
0.984,0.001792,-19.841196,19.841197,984,0.984,0.984,26.248014,-3.26398,26.450175,-
0.985,0.001799,-19.8412,19.8412,985,0.985,0.985,26.272532,-3.307976,26.479967,-
0.986,0.001806,-19.841203,19.841203,986,0.986,0.986,26.297362,-3.352311,26.510172,-
0.987,0.001813,-19.841207,19.841207,987,0.987,0.987,26.322496,-3.397095,26.5408,-
0.988,0.00182,-19.84121,19.84121,988,0.988,0.988,26.347939,-3.442291,26.571851,-
0.989,0.001827,-19.841214,19.841214,989,0.989,0.989,26.373692,-3.487879,26.603326,-
0.99,0.001835,-19.841217,19.841217,990,0.99,0.99,26.399753,-3.533896,26.635228,-
0.991,0.001842,-19.841221,19.841221,991,0.991,0.991,26.426116,-3.580444,26.667568,-
0.992,0.001849,-19.841224,19.841224,992,0.992,0.992,26.452789,-3.627437,26.700344,-
0.993,0.001857,-19.841228,19.841228,993,0.993,0.993,26.479772,-3.674892,26.733559,-
0.994,0.001865,-19.841232,19.841232,994,0.994,0.994,26.507061,-3.722869,26.76722,-
0.995,0.001872,-19.841235,19.841235,995,0.995,0.995,26.534654,-3.771414,26.801333,-
0.996,0.00188,-19.841239,19.841239,996,0.996,0.996,26.562557,-3.820472,26.835898,-
0.997,0.001888,-19.841242,19.841242,997,0.997,0.997,26.590769,-3.87006,26.870921,-
0.998,0.001896,-19.841246,19.841246,998,0.998,0.998,26.619289,-3.920221,26.906406,-
0.999,0.001904,-19.84125,19.84125,999,0.999,0.999,26.648111,-3.97102,26.942361,-
1,0.001912,-19.841253,19.841253,1000,1,1,26.677243,-4.022398,26.978788,-
1.001,0.00192,-19.841257,19.841257,1001,1.001,1.001,26.706685,-4.07437,27.01569,-
1.002,0.001928,-19.841261,19.841261,1002,1.002,1.002,26.736436,-4.126952,27.053073,-
1.003,0.001937,-19.841265,19.841265,1003,1.003,1.003,26.766492,-4.180212,27.090945,-
1.004,0.001945,-19.841268,19.841268,1004,1.004,1.004,26.796855,-4.234145,27.129309,-
1.005,0.001953,-19.841272,19.841272,1005,1.005,1.005,26.827528,-4.288732,27.16817,-
1.006,0.001962,-19.841276,19.841276,1006,1.006,1.006,26.858511,-4.343988,27.207533,-
1.007,0.001971,-19.84128,19.84128,1007,1.007,1.007,26.889804,-4.399927,27.247402,-
1.008,0.001979,-19.841284,19.841284,1008,1.008,1.008,26.921407,-4.456563,27.287783,-
1.009,0.001988,-19.841288,19.841288,1009,1.009,1.009,26.953314,-4.513951,27.328683,-
1.01,0.001997,-19.841292,19.841292,1010,1.01,1.01,26.985533,-4.57205,27.370104,-
1.011,0.002006,-19.841296,19.841296,1011,1.011,1.011,27.018062,-4.630881,27.412054,-
1.012,0.002015,-19.8413,19.8413,1012,1.012,1.012,27.050901,-4.690457,27.454538,-
1.013,0.002024,-19.841304,19.841304,1013,1.013,1.013,27.084051,-4.75079,27.497561,-
1.014,0.002033,-19.841308,19.841308,1014,1.014,1.014,27.117511,-4.811892,27.541128,-
1.015,0.002043,-19.841312,19.841312,1015,1.015,1.015,27.151282,-4.873775,27.585246,-
1.016,0.002052,-19.841316,19.841316,1016,1.016,1.016,27.185363,-4.936449,27.629921,-
1.017,0.002062,-19.84132,19.84132,1017,1.017,1.017,27.219755,-4.999926,27.675157,-
1.018,0.002071,-19.841324,19.841324,1018,1.018,1.018,27.254455,-5.064229,27.720962,-
1.019,0.002081,-19.841328,19.841329,1019,1.019,1.019,27.289461,-5.129351,27.767336,-
1.02,0.002091,-19.841333,19.841333,1020,1.02,1.02,27.324782,-5.195265,27.814286,-
1.021,0.002101,-19.841337,19.841337,1021,1.021,1.021,27.360413,-5.262016,27.861819,-
1.022,0.002111,-19.841341,19.841341,1022,1.022,1.022,27.396353,-5.329612,27.909943,-
1.023,0.002121,-19.841346,19.841346,1023,1.023,1.023,27.432603,-5.398063,27.958663,-
1.024,0.002131,-19.84135,19.84135,1024,1.024,1.024,27.469163,-5.467377,28.007983,-
1.025,0.002142,-19.841355,19.841355,1025,1.025,1.025,27.506026,-5.537565,28.057906,-
1.026,0.002152,-19.841359,19.841359,1026,1.026,1.026,27.5432,-5.608601,28.108438,-
1.027,0.002163,-19.841364,19.841364,1027,1.027,1.027,27.580686,-5.68049,28.159585,-
1.028,0.002173,-19.841368,19.841368,1028,1.028,1.028,27.61848,-5.753273,28.211355,-
1.029,0.002184,-19.841373,19.841373,1029,1.029,1.029,27.65658,-5.826955,28.263754,-
1.03,0.002195,-19.841377,19.841378,1030,1.03,1.03,27.694978,-5.901548,28.31678,-
1.031,0.002206,-19.841382,19.841382,1031,1.031,1.031,27.733679,-5.977067,28.370447,-
1.032,0.002217,-19.841387,19.841387,1032,1.032,1.032,27.772693,-6.053451,28.424756,-
1.033,0.002228,-19.841392,19.841392,1033,1.033,1.033,27.81201,-6.130763,28.479715,-
1.034,0.00224,-19.841397,19.841397,1034,1.034,1.034,27.85162,-6.209015,28.535322,-
1.035,0.002251,-19.841402,19.841402,1035,1.035,1.035,27.89153,-6.28821,28.59159,-
1.036,0.002263,-19.841407,19.841407,1036,1.036,1.036,27.931747,-6.368306,28.648522,-
1.037,0.002274,-19.841412,19.841412,1037,1.037,1.037,27.972265,-6.449318,28.706119,-
1.038,0.002286,-19.841417,19.841417,1038,1.038,1.038,28.013072,-6.531292,28.764387,-
1.039,0.002298,-19.841422,19.841422,1039,1.039,1.039,28.054175,-6.614229,28.823338,-
1.04,0.00231,-19.841427,19.841427,1040,1.04,1.04,28.095575,-6.698121,28.882973,-
1.041,0.002322,-19.841432,19.841432,1041,1.041,1.041,28.137257,-6.782979,28.94329,-
1.042,0.002334,-19.841438,19.841438,1042,1.042,1.042,28.179231,-6.868818,29.004305,-
1.043,0.002347,-19.841443,19.841443,1043,1.043,1.043,28.221492,-6.955646,29.066022,-
1.044,0.002359,-19.841448,19.841449,1044,1.044,1.044,28.264042,-7.043386,29.128429,-
1.045,0.002372,-19.841454,19.841454,1045,1.045,1.045,28.306879,-7.132111,29.191547,-
1.046,0.002385,-19.841459,19.84146,1046,1.046,1.046,28.349983,-7.221912,29.255385,-
1.047,0.002398,-19.841465,19.841465,1047,1.047,1.047,28.393363,-7.312683,29.319932,-
1.048,0.002411,-19.841471,19.841471,1048,1.048,1.048,28.43703,-7.404417,29.385202,-
1.049,0.002424,-19.841477,19.841477,1049,1.049,1.049,28.480964,-7.497173,29.451196,-
1.05,0.002438,-19.841482,19.841483,1050,1.05,1.05,28.525164,-7.590956,29.51792,-
1.051,0.002451,-19.841488,19.841489,1051,1.051,1.051,28.569638,-7.685748,29.585383,-
1.052,0.002465,-19.841494,19.841495,1052,1.052,1.052,28.614361,-7.78158,29.653577,-
1.053,0.002479,-19.841501,19.841501,1053,1.053,1.053,28.659359,-7.878402,29.722518,-
1.054,0.002493,-19.841507,19.841507,1054,1.054,1.054,28.70461,-7.976258,29.792202,-
1.055,0.002507,-19.841513,19.841513,1055,1.055,1.055,28.750103,-8.075205,29.862642,-
1.056,0.002521,-19.841519,19.841519,1056,1.056,1.056,28.795862,-8.175135,29.933835,-
1.057,0.002535,-19.841526,19.841526,1057,1.057,1.057,28.841864,-8.27609,30.005779,-
1.058,0.00255,-19.841532,19.841532,1058,1.058,1.058,28.888096,-8.3782,30.078503,-
1.059,0.002564,-19.841539,19.841539,1059,1.059,1.059,28.934574,-8.481277,30.151976,-
1.06,0.002579,-19.841546,19.841546,1060,1.06,1.06,28.981294,-8.585416,30.226227,-
1.061,0.002594,-19.841552,19.841553,1061,1.061,1.061,29.028223,-8.690691,30.301252,-
1.062,0.002609,-19.841559,19.841559,1062,1.062,1.062,29.075393,-8.796988,30.377055,-
1.063,0.002625,-19.841566,19.841566,1063,1.063,1.063,29.122776,-8.904381,30.453638,-
1.064,0.00264,-19.841573,19.841573,1064,1.064,1.064,29.170375,-9.012859,30.531008,-
1.065,0.002656,-19.84158,19.841581,1065,1.065,1.065,29.21818,-9.122447,30.609167,-
1.066,0.002671,-19.841588,19.841588,1066,1.066,1.066,29.2662,-9.233088,30.688115,-
1.067,0.002687,-19.841595,19.841595,1067,1.067,1.067,29.314405,-9.344898,30.767864,-
1.068,0.002703,-19.841603,19.841603,1068,1.068,1.068,29.362804,-9.457817,30.848412,-
1.069,0.00272,-19.84161,19.84161,1069,1.069,1.069,29.411405,-9.571795,30.929759,-
1.07,0.002736,-19.841618,19.841618,1070,1.07,1.07,29.460163,-9.686999,31.01192,-
1.071,0.002753,-19.841626,19.841626,1071,1.071,1.071,29.509121,-9.803237,31.094882,-
1.072,0.002769,-19.841634,19.841634,1072,1.072,1.072,29.558229,-9.920697,31.178665,-
1.073,0.002786,-19.841642,19.841642,1073,1.073,1.073,29.607506,-10.039271,31.263259,-
1.074,0.002804,-19.84165,19.84165,1074,1.074,1.074,29.656944,-10.158994,31.348676,-
1.075,0.002821,-19.841658,19.841659,1075,1.075,1.075,29.706514,-10.279929,31.434915,-
1.076,0.002838,-19.841667,19.841667,1076,1.076,1.076,29.756243,-10.401989,31.521983,-
1.077,0.002856,-19.841676,19.841676,1077,1.077,1.077,29.806087,-10.525278,31.609876,-
1.078,0.002874,-19.841684,19.841685,1078,1.078,1.078,29.856075,-10.649724,31.69861,-
1.079,0.002892,-19.841693,19.841693,1079,1.079,1.079,29.906165,-10.775384,31.788168,-
1.08,0.00291,-19.841702,19.841702,1080,1.08,1.08,29.956376,-10.902255,31.878576,-
1.081,0.002928,-19.841711,19.841712,1081,1.081,1.081,30.006686,-11.030318,31.969816,-
1.082,0.002947,-19.841721,19.841721,1082,1.082,1.082,30.057085,-11.159647,32.06191,-
1.083,0.002965,-19.84173,19.84173,1083,1.083,1.083,30.107576,-11.290174,32.154847,-
1.084,0.002984,-19.84174,19.84174,1084,1.084,1.084,30.158136,-11.421973,32.248637,-
1.085,0.003003,-19.841749,19.84175,1085,1.085,1.085,30.208774,-11.554999,32.343284,-
1.086,0.003023,-19.841759,19.84176,1086,1.086,1.086,30.259457,-11.689303,32.438781,-
1.087,0.003042,-19.841769,19.84177,1087,1.087,1.087,30.310203,-11.824863,32.535147,-
1.088,0.003062,-19.84178,19.84178,1088,1.088,1.088,30.360975,-11.961712,32.632366,-
1.089,0.003081,-19.84179,19.84179,1089,1.089,1.089,30.411784,-12.099843,32.730457,-
1.09,0.003101,-19.841801,19.841801,1090,1.09,1.09,30.462611,-12.239275,32.829415,-
1.091,0.003122,-19.841811,19.841812,1091,1.091,1.091,30.513444,-12.380011,32.929242,-
1.092,0.003142,-19.841822,19.841823,1092,1.092,1.092,30.564285,-12.522067,33.029951,-
1.093,0.003163,-19.841833,19.841834,1093,1.093,1.093,30.615101,-12.665443,33.131524,-
1.094,0.003183,-19.841845,19.841845,1094,1.094,1.094,30.665902,-12.810161,33.233985,-
1.095,0.002008,-19.841908,19.841908,1095,1.095,1.095,24.176201,9.705344,26.051534,-
1.096,0.001992,-19.841915,19.841915,1096,1.096,1.096,24.108691,9.598341,25.949125,-
1.097,0.001976,-19.841922,19.841922,1097,1.097,1.097,24.041292,9.492302,25.847389,-
1.098,0.00196,-19.841928,19.841929,1098,1.098,1.098,23.974011,9.38726,25.746336,-
1.099,0.001945,-19.841935,19.841935,1099,1.099,1.099,23.906788,9.283388,25.645971,-
1.1,0.001929,-19.841941,19.841941,1100,1.1,1.1,23.839707,9.180397,25.546259,-
1.101,0.001914,-19.841948,19.841948,1101,1.101,1.101,23.772746,9.078437,25.447229,-
1.102,0.001899,-19.841954,19.841954,1102,1.102,1.102,23.705915,8.977458,25.348869,-
1.103,0.001884,-19.84196,19.84196,1103,1.103,1.103,23.639214,8.877427,25.251161,-
1.104,0.001869,-19.841965,19.841966,1104,1.104,1.104,23.572631,8.778471,25.154134,-
1.105,0.001854,-19.841971,19.841971,1105,1.105,1.105,23.506221,8.6804,25.057769,-
1.106,0.00184,-19.841977,19.841977,1106,1.106,1.106,23.439946,8.583278,24.962045,-
1.107,0.001826,-19.841982,19.841983,1107,1.107,1.107,23.373824,8.487142,24.866991,-
1.108,0.001811,-19.841988,19.841988,1108,1.108,1.108,23.307889,8.39188,24.772593,-
1.109,0.001797,-19.841993,19.841993,1109,1.109,1.109,23.242089,8.297624,24.678842,-
1.11,0.001783,-19.841998,19.841999,1110,1.11,1.11,23.176469,8.204268,24.585742,-
1.111,0.001769,-19.842004,19.842004,1111,1.111,1.111,23.111056,8.111747,24.493292,-
1.112,0.001756,-19.842009,19.842009,1112,1.112,1.112,23.045804,8.020191,24.401486,-
1.113,0.001742,-19.842014,19.842014,1113,1.113,1.113,22.980734,7.929539,24.310322,-
1.114,0.001729,-19.842018,19.842018,1114,1.114,1.114,22.91587,7.839759,24.219805,-
1.115,0.001715,-19.842023,19.842023,1115,1.115,1.115,22.851196,7.750888,24.129928,-
1.116,0.001702,-19.842028,19.842028,1116,1.116,1.116,22.786744,7.662777,24.040671,-
1.117,0.001689,-19.842032,19.842032,1117,1.117,1.117,22.722487,7.57561,23.952062,-
1.118,0.001676,-19.842037,19.842037,1118,1.118,1.118,22.658443,7.489312,23.864091,-
1.119,0.001664,-19.842041,19.842041,1119,1.119,1.119,22.594614,7.403817,23.776734,-
1.12,0.001651,-19.842046,19.842046,1120,1.12,1.12,22.531004,7.319197,23.690014,-
1.121,0.001638,-19.84205,19.84205,1121,1.121,1.121,22.467652,7.235303,23.603919,-
1.122,0.001626,-19.842054,19.842054,1122,1.122,1.122,22.404492,7.152329,23.518441,-
1.123,0.001614,-19.842058,19.842058,1123,1.123,1.123,22.341567,7.070189,23.433591,-
1.124,0.001602,-19.842062,19.842062,1124,1.124,1.124,22.278908,6.988763,23.349359,-
1.125,0.00159,-19.842066,19.842066,1125,1.125,1.125,22.216471,6.908183,23.265738,-
1.126,0.001578,-19.84207,19.84207,1126,1.126,1.126,22.154293,6.828339,23.182729,-
1.127,0.001566,-19.842073,19.842073,1127,1.127,1.127,22.092357,6.749339,23.100342,-
1.128,0.001554,-19.842077,19.842077,1128,1.128,1.128,22.030661,6.67115,23.018563,-
1.129,0.001543,-19.842081,19.842081,1129,1.129,1.129,21.969243,6.593615,22.93738,-
1.13,0.001531,-19.842084,19.842084,1130,1.13,1.13,21.908085,6.516877,22.856812,-
